,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Bowler
5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Harare,Dinesh Karthik
5863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Dinesh Karthik
5864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Dinesh Karthik
5865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Dambulla,Dinesh Karthik
5866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Dinesh Karthik
5867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Dinesh Karthik
5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Dambulla,Dinesh Karthik
5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Dinesh Karthik
5870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Cardiff,Dinesh Karthik
5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,The Oval,Dinesh Karthik
5872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Birmingham,Dinesh Karthik
5873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Cardiff,Dinesh Karthik
5874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Birmingham,Dinesh Karthik
5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,Dinesh Karthik
5876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Kingston,Dinesh Karthik
5877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Port of Spain,Dinesh Karthik
5878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Port of Spain,Dinesh Karthik
5879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Port of Spain,Dinesh Karthik
5880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Dinesh Karthik
5881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Dinesh Karthik
5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Dinesh Karthik
5883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Dinesh Karthik
5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Dinesh Karthik
5885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Fatullah,Dinesh Karthik
5886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Fatullah,Dinesh Karthik
5887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dhaka,Dinesh Karthik
5888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Dhaka,Dinesh Karthik
5889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,North Sound,Dinesh Karthik
5890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,Dinesh Karthik
5891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Mumbai,Dinesh Karthik
5892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Pune,Dinesh Karthik
5893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Kanpur,Dinesh Karthik
5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dharamsala,Dinesh Karthik
5895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Mohali,Dinesh Karthik
5896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Visakhapatnam,Dinesh Karthik
5897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Leeds,Dinesh Karthik
5898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Hong Kong,Dubai (DSC),Dinesh Karthik
5899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Dinesh Karthik
5900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dubai (DSC),Dinesh Karthik
5901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Dinesh Karthik
5902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Dubai (DSC),Dinesh Karthik
5903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dubai (DSC),Dinesh Karthik
5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Sydney,Dinesh Karthik
5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Adelaide,Dinesh Karthik
5906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,Dinesh Karthik
5907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Mount Maunganui,Dinesh Karthik
5908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,Dinesh Karthik
5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Ranchi,Kedar Jadhav
5910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kedar Jadhav
5911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kedar Jadhav
5912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kedar Jadhav
5913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kedar Jadhav
5914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kedar Jadhav
5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kedar Jadhav
5916,3.0,0.0,6.0,2.0,2.0,3.0,9.0,v New Zealand,Dharamsala,Kedar Jadhav
5917,2.0,0.0,11.0,1.0,5.5,11.0,12.0,v New Zealand,Delhi,Kedar Jadhav
5918,5.0,0.0,29.0,3.0,5.8,9.66,10.0,v New Zealand,Mohali,Kedar Jadhav
5919,8.0,0.0,27.0,0.0,3.37,0.0,0.0,v New Zealand,Ranchi,Kedar Jadhav
5920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Visakhapatnam,Kedar Jadhav
5921,4.0,0.0,23.0,0.0,5.75,0.0,0.0,v England,Pune,Kedar Jadhav
5922,5.0,0.0,45.0,0.0,9.0,0.0,0.0,v England,Cuttack,Kedar Jadhav
5923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Kolkata,Kedar Jadhav
5924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Birmingham,Kedar Jadhav
5925,3.0,0.0,18.0,0.0,6.0,0.0,0.0,v Sri Lanka,The Oval,Kedar Jadhav
5926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,The Oval,Kedar Jadhav
5927,6.0,0.0,22.0,2.0,3.66,11.0,18.0,v Bangladesh,Birmingham,Kedar Jadhav
5928,3.0,0.0,27.0,1.0,9.0,27.0,18.0,v Pakistan,The Oval,Kedar Jadhav
5929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Port of Spain,Kedar Jadhav
5930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Port of Spain,Kedar Jadhav
5931,0.1,0.0,0.0,1.0,0.0,0.0,1.0,v West Indies,North Sound,Kedar Jadhav
5932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,North Sound,Kedar Jadhav
5933,4.0,0.0,13.0,1.0,3.25,13.0,24.0,v West Indies,Kingston,Kedar Jadhav
5934,5.0,0.0,26.0,2.0,5.2,13.0,15.0,v Sri Lanka,Dambulla,Kedar Jadhav
5935,4.4,0.0,32.0,0.0,6.85,0.0,0.0,v Sri Lanka,Pallekele,Kedar Jadhav
5936,3.0,0.0,12.0,1.0,4.0,12.0,18.0,v Sri Lanka,Pallekele,Kedar Jadhav
5937,4.0,0.0,20.0,0.0,5.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Kedar Jadhav
5938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Chennai,Kedar Jadhav
5939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kolkata,Kedar Jadhav
5940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Indore,Kedar Jadhav
5941,7.0,0.0,38.0,1.0,5.42,38.0,42.0,v Australia,Bengaluru,Kedar Jadhav
5942,10.0,0.0,48.0,1.0,4.8,48.0,60.0,v Australia,Nagpur,Kedar Jadhav
5943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Mumbai,Kedar Jadhav
5944,8.0,0.0,31.0,0.0,3.87,0.0,0.0,v New Zealand,Pune,Kedar Jadhav
5945,8.0,0.0,54.0,0.0,6.75,0.0,0.0,v New Zealand,Kanpur,Kedar Jadhav
5946,3.0,0.0,19.0,0.0,6.33,0.0,0.0,v South Africa,Durban,Kedar Jadhav
5947,3.0,0.0,11.0,0.0,3.66,0.0,0.0,v South Africa,Centurion,Kedar Jadhav
5948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Cape Town,Kedar Jadhav
5949,7.0,0.0,28.0,0.0,4.0,0.0,0.0,v Hong Kong,Dubai (DSC),Kedar Jadhav
5950,9.0,1.0,23.0,3.0,2.55,7.66,18.0,v Pakistan,Dubai (DSC),Kedar Jadhav
5951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dubai (DSC),Kedar Jadhav
5952,3.0,0.0,20.0,0.0,6.66,0.0,0.0,v Pakistan,Dubai (DSC),Kedar Jadhav
5953,7.0,0.0,27.0,1.0,3.85,27.0,42.0,v Afghanistan,Dubai (DSC),Kedar Jadhav
5954,9.0,0.0,41.0,2.0,4.55,20.5,27.0,v Bangladesh,Dubai (DSC),Kedar Jadhav
5955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Mumbai (BS),Kedar Jadhav
5956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Thiruvananthapuram,Kedar Jadhav
5957,6.0,0.0,35.0,0.0,5.83,0.0,0.0,v Australia,Melbourne,Kedar Jadhav
5958,3.0,0.0,17.0,1.0,5.66,17.0,18.0,v New Zealand,Napier,Kedar Jadhav
5959,6.0,0.0,35.0,1.0,5.83,35.0,36.0,v New Zealand,Mount Maunganui,Kedar Jadhav
5960,3.0,0.0,17.0,0.0,5.66,0.0,0.0,v New Zealand,Mount Maunganui,Kedar Jadhav
5961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,Kedar Jadhav
5962,7.0,0.0,34.0,1.0,4.85,34.0,42.0,v New Zealand,Wellington,Kedar Jadhav
5963,7.0,0.0,31.0,1.0,4.42,31.0,42.0,v Australia,Hyderabad (Deccan),Kedar Jadhav
5964,8.0,0.0,33.0,1.0,4.12,33.0,48.0,v Australia,Nagpur,Kedar Jadhav
5965,2.0,0.0,32.0,0.0,16.0,0.0,0.0,v Australia,Ranchi,Kedar Jadhav
5966,5.0,0.0,44.0,0.0,8.8,0.0,0.0,v Australia,Mohali,Kedar Jadhav
5967,1.0,0.0,8.0,0.0,8.0,0.0,0.0,v Australia,Delhi,Kedar Jadhav
5968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Chittagong,MS Dhoni 
5969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,MS Dhoni 
5970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,MS Dhoni 
5971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Kochi,MS Dhoni 
5972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Visakhapatnam,MS Dhoni 
5973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Jamshedpur,MS Dhoni 
5974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Ahmedabad,MS Dhoni 
5975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Kanpur,MS Dhoni 
5976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Delhi,MS Dhoni 
5977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,MS Dhoni 
5978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Dambulla,MS Dhoni 
5979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,MS Dhoni 
5980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Colombo (RPS),MS Dhoni 
5981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
5982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Bulawayo,MS Dhoni 
5983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,MS Dhoni 
5984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Harare,MS Dhoni 
5985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,MS Dhoni 
5986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Harare,MS Dhoni 
5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Nagpur,MS Dhoni 
5988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Mohali,MS Dhoni 
5989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Jaipur,MS Dhoni 
5990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pune,MS Dhoni 
5991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Ahmedabad,MS Dhoni 
5992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Rajkot,MS Dhoni 
5993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Vadodara,MS Dhoni 
5994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Hyderabad (Deccan),MS Dhoni 
5995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Bengaluru,MS Dhoni 
5996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Kolkata,MS Dhoni 
5997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Mumbai,MS Dhoni 
5998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Peshawar,MS Dhoni 
5999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Rawalpindi,MS Dhoni 
6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Lahore,MS Dhoni 
6001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Multan,MS Dhoni 
6002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Karachi,MS Dhoni 
6003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Delhi,MS Dhoni 
6004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Faridabad,MS Dhoni 
6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Margao,MS Dhoni 
6006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Kochi,MS Dhoni 
6007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Jamshedpur,MS Dhoni 
6008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,MS Dhoni 
6009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,MS Dhoni 
6010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,MS Dhoni 
6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,MS Dhoni 
6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Basseterre,MS Dhoni 
6013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Port of Spain,MS Dhoni 
6014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Port of Spain,MS Dhoni 
6015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (SSC),MS Dhoni 
6016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kuala Lumpur,MS Dhoni 
6017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kuala Lumpur,MS Dhoni 
6018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kuala Lumpur,MS Dhoni 
6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kuala Lumpur,MS Dhoni 
6020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Jaipur,MS Dhoni 
6021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Ahmedabad,MS Dhoni 
6022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Mohali,MS Dhoni 
6023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Durban,MS Dhoni 
6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Cape Town,MS Dhoni 
6025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Port Elizabeth,MS Dhoni 
6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Centurion,MS Dhoni 
6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Nagpur,MS Dhoni 
6028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Cuttack,MS Dhoni 
6029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Vadodara,MS Dhoni 
6030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Kolkata,MS Dhoni 
6031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Rajkot,MS Dhoni 
6032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Margao,MS Dhoni 
6033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Visakhapatnam,MS Dhoni 
6034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Port of Spain,MS Dhoni 
6035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bermuda,Port of Spain,MS Dhoni 
6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Port of Spain,MS Dhoni 
6037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,MS Dhoni 
6038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,MS Dhoni 
6039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Africa XI,Bengaluru,MS Dhoni 
6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Africa XI,Chennai,MS Dhoni 
6041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Africa XI,Chennai,MS Dhoni 
6042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Belfast,MS Dhoni 
6043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Belfast,MS Dhoni 
6044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Scotland,Glasgow,MS Dhoni 
6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Southampton,MS Dhoni 
6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bristol,MS Dhoni 
6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Birmingham,MS Dhoni 
6048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Manchester,MS Dhoni 
6049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Leeds,MS Dhoni 
6050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,MS Dhoni 
6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Lord's,MS Dhoni 
6052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Bengaluru,MS Dhoni 
6053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Kochi,MS Dhoni 
6054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Hyderabad (Deccan),MS Dhoni 
6055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Chandigarh,MS Dhoni 
6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Vadodara,MS Dhoni 
6057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Nagpur,MS Dhoni 
6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Mumbai,MS Dhoni 
6059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Guwahati,MS Dhoni 
6060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Mohali,MS Dhoni 
6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Kanpur,MS Dhoni 
6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gwalior,MS Dhoni 
6063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Jaipur,MS Dhoni 
6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Brisbane,MS Dhoni 
6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Brisbane,MS Dhoni 
6066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,MS Dhoni 
6067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Canberra,MS Dhoni 
6068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Adelaide,MS Dhoni 
6069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Adelaide,MS Dhoni 
6070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Sydney,MS Dhoni 
6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Hobart,MS Dhoni 
6072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Sydney,MS Dhoni 
6073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Brisbane,MS Dhoni 
6074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dhaka,MS Dhoni 
6075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,MS Dhoni 
6076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dhaka,MS Dhoni 
6077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Hong Kong,Karachi,MS Dhoni 
6078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Karachi,MS Dhoni 
6079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Karachi,MS Dhoni 
6080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Karachi,MS Dhoni 
6081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Karachi,MS Dhoni 
6082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Karachi,MS Dhoni 
6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,MS Dhoni 
6084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,MS Dhoni 
6085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Rajkot,MS Dhoni 
6089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Indore,MS Dhoni 
6090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Kanpur,MS Dhoni 
6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Bengaluru,MS Dhoni 
6092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Cuttack,MS Dhoni 
6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,MS Dhoni 
6094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Napier,MS Dhoni 
6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Wellington,MS Dhoni 
6100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Christchurch,MS Dhoni 
6101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,MS Dhoni 
6102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Auckland,MS Dhoni 
6103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,MS Dhoni 
6104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingston,MS Dhoni 
6105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Gros Islet,MS Dhoni 
6106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Gros Islet,MS Dhoni 
6107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Colombo (RPS),MS Dhoni 
6108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),MS Dhoni 
6110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Centurion,MS Dhoni 
6111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Centurion,MS Dhoni 
6112,2.0,0.0,14.0,1.0,7.0,14.0,12.0,v West Indies,Johannesburg,MS Dhoni 
6113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Vadodara,MS Dhoni 
6114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Nagpur,MS Dhoni 
6115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Delhi,MS Dhoni 
6116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Mohali,MS Dhoni 
6117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Hyderabad (Deccan),MS Dhoni 
6118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Guwahati,MS Dhoni 
6119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Rajkot,MS Dhoni 
6120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Nagpur,MS Dhoni 
6121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Delhi,MS Dhoni 
